receipt_number,payment_amount,payment_date,payment_method,contract_number
651,2329.07,2023-02-27,Cash,651
652,775.11,2023-07-25,Credit Card,652
653,2845.52,2022-05-11,PayPal,653
654,1309.52,2021-05-18,Cash,654
655,2147.65,2023-03-30,Bank Transfer,655
656,243.13,2023-09-29,Credit Card,656
657,795.47,2022-03-15,Cash,657
658,2316.41,2023-01-06,Cash,658
659,2758.68,2023-09-19,Cash,659
660,2341.01,2023-10-10,PayPal,660
661,1514.07,2021-10-14,Bank Transfer,661
662,2965.95,2021-11-19,PayPal,662
663,1838.26,2023-11-25,Credit Card,663
664,1014.16,2021-03-11,Credit Card,664
665,693.2,2020-05-02,Credit Card,665
666,1334.43,2021-03-31,PayPal,666
667,317.24,2021-09-16,Cash,667
668,629.8,2020-07-27,Cash,668
669,2697.91,2020-09-30,Credit Card,669
670,1880.47,2022-07-26,Cash,670
671,2247.27,2020-04-23,PayPal,671
672,2535.74,2020-06-02,PayPal,672
673,1478.22,2022-04-12,PayPal,673
674,2731.84,2022-06-22,Cash,674
675,2840.88,2023-03-18,PayPal,675
676,792.3,2023-02-25,Bank Transfer,676
677,2312.72,2020-12-05,Bank Transfer,677
678,730.17,2022-08-05,PayPal,678
679,719.83,2020-02-25,Bank Transfer,679
680,2174.76,2020-09-21,PayPal,680
681,893.35,2022-02-07,PayPal,681
682,2417.27,2023-09-18,Credit Card,682
683,1502.54,2020-06-13,PayPal,683
684,138.13,2022-11-21,Cash,684
685,1709.67,2022-12-01,PayPal,685
686,585.41,2022-05-19,Credit Card,686
687,622.95,2020-01-02,PayPal,687
688,1243.45,2023-10-21,Credit Card,688
689,1799.3,2021-08-05,PayPal,689
690,1124.89,2020-01-14,Cash,690
691,2124.17,2020-04-18,Credit Card,691
692,348.63,2020-03-31,Credit Card,692
693,1488.93,2023-09-16,Cash,693
694,1075.04,2021-11-15,PayPal,694
695,2276.26,2022-07-19,PayPal,695
696,1330.36,2023-04-12,Credit Card,696
697,2428.56,2021-01-11,Cash,697
698,2386.69,2022-07-01,PayPal,698
699,2474.3,2023-10-16,Credit Card,699
700,174.07,2022-07-24,Credit Card,700
701,1571.78,2022-06-24,Bank Transfer,701
702,1271.57,2020-09-28,Bank Transfer,702
703,1433.2,2023-05-24,PayPal,703
704,2923.43,2021-06-15,PayPal,704
705,663.5,2022-04-26,Bank Transfer,705
706,768.71,2022-07-13,Cash,706
707,384.01,2021-12-07,Credit Card,707
708,213.78,2023-12-05,Credit Card,708
709,2663.72,2020-07-20,PayPal,709
710,951.09,2021-02-27,Credit Card,710
711,1605.75,2020-07-03,Credit Card,711
712,1135.93,2020-06-12,Cash,712
713,2225.78,2022-09-28,Credit Card,713
714,2077.72,2023-01-01,Cash,714
715,129.43,2022-06-15,Bank Transfer,715
716,2986.98,2022-04-07,Bank Transfer,716
717,1981.42,2023-03-29,PayPal,717
718,1793.69,2023-04-09,Cash,718
719,2978.78,2021-08-01,Credit Card,719
720,805.82,2021-09-08,Cash,720
721,108.24,2023-06-09,Cash,721
722,2878.73,2022-04-15,Cash,722
723,2880.15,2022-09-07,PayPal,723
724,2118.42,2021-08-12,Credit Card,724
725,2873.78,2023-10-03,Cash,725
726,392.71,2020-05-26,Credit Card,726
727,1856.15,2020-11-17,Cash,727
728,176.29,2021-12-10,Cash,728
729,2901.35,2021-09-29,Bank Transfer,729
730,987.66,2020-01-10,Credit Card,730
731,1397.99,2021-07-01,Credit Card,731
732,1640.25,2020-11-15,PayPal,732
733,2022.23,2020-06-13,Bank Transfer,733
734,1019.55,2022-04-19,Cash,734
735,524.07,2021-05-22,Credit Card,735
736,2255.36,2023-03-02,Credit Card,736
737,591.68,2023-08-01,PayPal,737
738,1565.4,2023-10-23,Cash,738
739,2131.05,2021-06-22,PayPal,739
740,2616.78,2020-10-28,Credit Card,740
741,535.63,2020-06-05,Credit Card,741
742,549.22,2020-03-25,Credit Card,742
743,1793.35,2022-08-15,PayPal,743
744,918.02,2021-12-30,Bank Transfer,744
745,1979.32,2022-01-16,PayPal,745
746,2502.12,2022-07-18,PayPal,746
747,772.17,2021-02-17,PayPal,747
748,2802.46,2022-02-17,Cash,748
749,2511.3,2023-01-09,PayPal,749
750,1244.53,2023-08-01,Cash,750
751,2185.54,2020-10-27,Bank Transfer,751
752,1235.59,2021-01-06,PayPal,752
753,564.3,2020-02-09,Cash,753
754,1013.42,2021-10-22,PayPal,754
755,2591.65,2022-08-12,Credit Card,755
756,2384.87,2020-04-19,Cash,756
757,2186.68,2021-09-24,Bank Transfer,757
758,2621.59,2022-12-12,Cash,758
759,888.83,2020-05-06,Cash,759
760,464.48,2021-05-21,Cash,760
761,1756.34,2023-02-22,Cash,761
762,1237.23,2023-03-12,Credit Card,762
763,205.45,2020-10-22,Bank Transfer,763
764,2215.95,2020-09-16,Bank Transfer,764
765,2332.94,2021-04-15,Cash,765
766,744.14,2023-08-13,Bank Transfer,766
767,1954.32,2021-11-20,Bank Transfer,767
768,2281.18,2023-10-28,Cash,768
769,2946.38,2023-03-09,PayPal,769
770,365.79,2020-08-24,Credit Card,770
771,385.29,2021-07-27,Cash,771
772,1257.47,2020-07-02,Bank Transfer,772
773,851.03,2021-10-11,PayPal,773
774,2890.22,2022-05-13,Credit Card,774
775,2085.27,2023-03-26,Cash,775
776,2094.77,2021-07-27,PayPal,776
777,351.56,2022-08-12,Cash,777
778,571.2,2020-02-14,Cash,778
779,2705.81,2022-10-06,Credit Card,779
780,1017.34,2023-06-30,Cash,780
781,451.69,2020-01-14,Credit Card,781
782,2195.9,2022-04-30,Bank Transfer,782
783,2919.99,2020-03-08,Bank Transfer,783
784,1357.0,2022-10-28,Cash,784
785,2897.28,2023-07-09,PayPal,785
786,1564.94,2022-05-07,PayPal,786
787,1089.89,2023-04-30,Credit Card,787
788,1633.87,2020-01-15,PayPal,788
789,1492.02,2020-10-06,Credit Card,789
790,751.86,2023-01-04,Bank Transfer,790
791,2231.73,2022-02-02,Cash,791
792,2078.19,2021-05-31,PayPal,792
793,2031.33,2023-11-15,Bank Transfer,793
794,690.27,2020-04-09,Cash,794
795,2050.63,2023-12-18,Credit Card,795
796,2777.35,2023-06-26,Bank Transfer,796
797,192.66,2022-06-27,Cash,797
798,2251.43,2022-12-17,Bank Transfer,798
799,1686.78,2022-06-27,Bank Transfer,799
800,2852.79,2022-07-17,PayPal,800
801,2426.98,2022-02-09,PayPal,801
802,1103.75,2022-11-25,Bank Transfer,802
803,641.91,2023-04-29,Cash,803
804,623.08,2021-07-29,PayPal,804
805,2146.11,2023-12-14,PayPal,805
806,516.8,2020-04-28,Bank Transfer,806
807,1975.31,2022-08-13,Credit Card,807
808,2365.04,2023-01-17,Bank Transfer,808
809,2296.22,2022-09-29,Bank Transfer,809
810,904.84,2020-03-21,Credit Card,810
811,2932.84,2022-07-29,Credit Card,811
812,1212.43,2023-05-25,Cash,812
813,1629.92,2023-12-21,Bank Transfer,813
814,1308.24,2020-02-13,Cash,814
815,2359.38,2020-09-03,Cash,815
816,1424.06,2023-12-23,Cash,816
817,1882.7,2023-01-29,Bank Transfer,817
818,2192.08,2020-03-13,PayPal,818
819,2869.89,2020-05-15,Cash,819
820,1958.19,2021-10-23,Cash,820
821,549.14,2020-09-04,Credit Card,821
822,2237.37,2021-11-05,Cash,822
823,1792.67,2020-07-21,Credit Card,823
824,1226.03,2020-09-28,Bank Transfer,824
825,1044.7,2023-02-01,Cash,825
826,2541.65,2022-03-16,Bank Transfer,826
827,498.71,2021-02-07,PayPal,827
828,2037.3,2023-02-28,PayPal,828
829,2665.47,2020-09-14,Cash,829
830,843.2,2020-03-30,Credit Card,830
831,867.17,2023-07-13,Cash,831
832,2348.79,2022-06-09,Bank Transfer,832
833,1536.06,2022-04-20,Cash,833
834,1520.74,2021-09-25,Bank Transfer,834
835,334.86,2020-05-06,PayPal,835
836,547.43,2020-04-18,Bank Transfer,836
837,1835.34,2022-08-01,Bank Transfer,837
838,1420.04,2021-07-16,Credit Card,838
839,314.93,2020-12-08,Cash,839
840,1255.94,2023-01-23,PayPal,840
841,2248.71,2020-06-01,Credit Card,841
842,325.39,2021-06-04,Cash,842
843,1046.79,2021-10-08,PayPal,843
844,2758.51,2023-07-22,Credit Card,844
845,2827.03,2021-02-20,Cash,845
846,1488.49,2020-01-10,Credit Card,846
847,538.23,2022-02-21,Cash,847
848,566.87,2023-01-12,PayPal,848
849,829.35,2022-10-04,Cash,849
850,787.31,2022-05-13,Cash,850
851,845.49,2020-02-18,Bank Transfer,851
852,2783.28,2021-08-10,Credit Card,852
853,162.74,2023-09-18,Cash,853
854,2671.43,2021-01-09,Bank Transfer,854
855,2462.09,2022-12-27,Credit Card,855
856,1193.12,2022-03-14,Bank Transfer,856
857,2029.54,2023-02-02,Cash,857
858,2725.84,2023-02-11,Bank Transfer,858
859,2733.3,2022-05-15,Credit Card,859
860,1188.53,2023-05-19,Bank Transfer,860
861,2361.63,2021-11-09,Credit Card,861
862,2592.29,2022-08-07,PayPal,862
863,695.53,2021-05-15,Credit Card,863
864,1111.5,2020-06-06,Bank Transfer,864
865,829.62,2020-02-02,Credit Card,865
866,1306.86,2020-10-01,Cash,866
867,2662.08,2023-10-15,Cash,867
868,2089.36,2021-02-13,Bank Transfer,868
869,2662.93,2021-05-28,PayPal,869
870,808.28,2022-05-23,Cash,870
871,1734.0,2021-12-07,Credit Card,871
872,1615.49,2022-02-05,Credit Card,872
873,2722.35,2020-06-10,Credit Card,873
874,2328.46,2020-04-03,Bank Transfer,874
875,2059.49,2021-01-02,Bank Transfer,875
876,569.72,2021-08-28,Bank Transfer,876
877,643.16,2022-03-31,Cash,877
878,2444.68,2023-04-08,Credit Card,878
879,492.87,2020-09-29,Bank Transfer,879
880,1785.9,2023-07-09,Credit Card,880
881,233.58,2023-12-16,Cash,881
882,2783.91,2022-09-22,Cash,882
883,549.25,2023-06-03,Credit Card,883
884,926.72,2023-12-25,Cash,884
885,2170.02,2023-12-28,Cash,885
886,1406.78,2020-01-12,Cash,886
887,1175.22,2022-10-29,Cash,887
888,1457.58,2020-04-09,Credit Card,888
889,1395.41,2022-10-25,Bank Transfer,889
890,1168.87,2022-12-25,Cash,890
891,415.44,2021-04-20,Credit Card,891
892,1925.02,2020-09-27,Cash,892
893,1244.77,2020-12-09,Credit Card,893
894,1279.02,2023-05-30,Bank Transfer,894
895,2534.92,2022-03-10,Credit Card,895
896,1887.03,2023-12-20,Cash,896
897,450.95,2023-04-21,Credit Card,897
898,2965.5,2021-07-09,Credit Card,898
899,2536.72,2021-07-02,Cash,899
900,2462.29,2022-05-10,Cash,900
901,2935.24,2021-05-23,Cash,901
902,2196.68,2020-07-19,Credit Card,902
903,113.28,2020-09-12,Bank Transfer,903
904,595.59,2023-04-18,PayPal,904
905,113.52,2021-06-05,Cash,905
906,1331.63,2021-05-04,Credit Card,906
907,2776.34,2023-07-24,Bank Transfer,907
908,2161.95,2021-10-15,PayPal,908
909,2549.22,2023-05-26,Bank Transfer,909
910,736.08,2022-02-11,Credit Card,910
911,2085.97,2021-07-24,Cash,911
912,253.64,2020-04-14,Credit Card,912
913,766.06,2023-01-16,PayPal,913
914,2495.59,2021-07-25,PayPal,914
915,1568.68,2022-06-11,Credit Card,915
916,1139.77,2020-02-05,Credit Card,916
917,1764.05,2023-07-21,Bank Transfer,917
918,1343.93,2022-03-27,Cash,918
919,1162.39,2022-09-07,Cash,919
920,728.43,2021-06-28,Cash,920
921,1319.54,2020-10-08,Bank Transfer,921
922,2177.8,2020-02-13,Cash,922
923,487.07,2021-02-05,Credit Card,923
924,2763.98,2020-08-03,Credit Card,924
925,2632.33,2022-02-14,Bank Transfer,925
926,1152.82,2023-01-31,Credit Card,926
927,2440.03,2023-05-22,Credit Card,927
928,2831.7,2020-08-29,Bank Transfer,928
929,2234.96,2021-11-10,Credit Card,929
930,1481.94,2020-12-31,Credit Card,930
931,1450.85,2023-03-23,Credit Card,931
932,2821.59,2023-10-21,Cash,932
933,221.13,2023-04-30,Credit Card,933
934,834.96,2023-08-09,Credit Card,934
935,904.2,2020-08-25,Credit Card,935
936,1571.65,2020-10-19,Cash,936
937,2530.85,2021-05-16,Cash,937
938,2242.34,2020-02-25,Bank Transfer,938
939,2952.46,2022-06-04,Credit Card,939
940,2273.06,2020-10-17,Credit Card,940
941,1456.9,2021-01-12,Cash,941
942,492.76,2021-06-20,Credit Card,942
943,1571.14,2022-05-27,Bank Transfer,943
944,2214.79,2022-12-15,Credit Card,944
945,2100.81,2020-08-11,Bank Transfer,945
946,2044.38,2020-09-28,PayPal,946
947,1047.25,2023-03-28,Bank Transfer,947
948,1464.78,2022-04-28,PayPal,948
949,1359.33,2022-01-23,Cash,949
950,1226.61,2021-02-08,Credit Card,950
951,1925.66,2022-06-26,Bank Transfer,951
952,2053.02,2022-08-11,Cash,952
953,489.43,2021-02-09,Credit Card,953
954,2752.69,2023-04-30,PayPal,954
955,670.62,2021-05-28,Bank Transfer,955
956,1471.9,2020-08-02,Cash,956
957,2969.9,2021-10-25,Cash,957
958,338.9,2020-02-08,Credit Card,958
959,239.95,2023-07-28,PayPal,959
960,2236.11,2021-07-06,Cash,960
961,1663.87,2023-01-09,Cash,961
962,283.18,2021-06-09,Credit Card,962
963,1585.82,2020-04-04,PayPal,963
964,2755.15,2020-08-01,Cash,964
965,1828.03,2021-11-11,PayPal,965
966,1688.05,2022-06-09,Credit Card,966
967,2394.57,2023-04-09,Credit Card,967
968,2396.44,2020-05-03,Cash,968
969,287.42,2022-06-04,PayPal,969
970,2889.73,2021-06-12,Credit Card,970
971,1005.52,2022-02-26,PayPal,971
972,999.93,2021-02-18,Credit Card,972
973,2237.35,2022-08-01,Credit Card,973
974,1611.59,2020-08-25,Cash,974
975,1718.24,2023-09-06,PayPal,975
976,2822.37,2023-02-28,Cash,976
977,1652.14,2021-08-12,Cash,977
978,2678.99,2023-08-11,Bank Transfer,978
979,2590.52,2021-10-05,Bank Transfer,979
980,1701.0,2022-11-11,Cash,980
981,1514.43,2023-09-01,Cash,981
982,1703.25,2022-10-16,Bank Transfer,982
983,1393.12,2022-10-21,Cash,983
984,173.79,2021-06-18,Credit Card,984
985,2394.73,2023-08-04,Cash,985
986,2379.38,2022-07-31,Bank Transfer,986
987,2935.41,2023-08-15,Credit Card,987
988,1548.8,2020-03-28,Credit Card,988
989,2913.15,2021-05-23,Bank Transfer,989
990,2236.01,2020-08-01,Credit Card,990
991,1106.72,2020-09-11,Cash,991
992,2657.66,2020-08-07,Bank Transfer,992
993,1923.24,2023-11-22,Cash,993
994,2075.25,2022-06-02,Cash,994
995,1412.49,2020-10-22,Credit Card,995
996,1945.59,2023-12-03,PayPal,996
997,946.71,2022-01-02,Bank Transfer,997
998,1724.11,2023-11-27,Credit Card,998
999,2325.29,2022-06-24,PayPal,999
1000,1027.21,2022-01-19,Credit Card,1000
1001,809.66,2022-01-06,Cash,1001
1002,1137.81,2021-04-11,Cash,1002
1003,2437.45,2022-03-02,Bank Transfer,1003
1004,1499.4,2020-03-15,Bank Transfer,1004
1005,292.6,2021-08-17,PayPal,1005
1006,1507.93,2022-09-02,Credit Card,1006
1007,1312.13,2023-09-15,Cash,1007
1008,247.6,2020-02-28,PayPal,1008
1009,2695.83,2022-11-14,Credit Card,1009
1010,1255.43,2022-12-23,Credit Card,1010
1011,981.55,2022-12-19,Bank Transfer,1011
1012,2977.08,2020-05-25,PayPal,1012
1013,2035.48,2021-07-20,PayPal,1013
1014,707.09,2022-02-14,PayPal,1014
1015,1833.06,2020-07-17,PayPal,1015
1016,675.36,2020-03-04,PayPal,1016
1017,521.5,2020-01-18,PayPal,1017
1018,871.17,2020-02-13,Credit Card,1018
1019,227.35,2024-01-01,Cash,1019
1020,2652.24,2021-06-17,Bank Transfer,1020
1021,1338.75,2020-02-18,PayPal,1021
1022,2155.82,2021-01-08,Credit Card,1022
1023,2660.36,2022-10-22,PayPal,1023
1024,2362.91,2021-12-31,PayPal,1024
1025,1970.54,2020-01-27,Cash,1025
1026,603.86,2020-11-18,Bank Transfer,1026
1027,163.75,2022-12-06,Credit Card,1027
1028,706.2,2021-08-05,Credit Card,1028
1029,1353.06,2023-04-10,Bank Transfer,1029
1030,2306.76,2023-01-06,Cash,1030
1031,2921.71,2020-04-10,Bank Transfer,1031
1032,2065.57,2023-03-31,PayPal,1032
1033,2078.23,2020-10-16,Bank Transfer,1033
1034,266.62,2021-10-10,Bank Transfer,1034
1035,1598.24,2020-07-23,Cash,1035
1036,1292.07,2023-04-06,Bank Transfer,1036
1037,1238.09,2023-12-25,Cash,1037
1038,429.26,2020-01-05,Credit Card,1038
1039,734.98,2020-05-29,Credit Card,1039
1040,2267.55,2023-12-13,Cash,1040
1041,2802.66,2020-08-17,Cash,1041
1042,741.2,2020-01-22,Cash,1042
1043,770.67,2023-02-23,Cash,1043
1044,1473.11,2020-07-14,PayPal,1044
1045,891.64,2022-05-22,PayPal,1045
1046,864.72,2022-12-06,PayPal,1046
1047,2914.48,2023-04-30,Cash,1047
1048,283.73,2023-08-10,Bank Transfer,1048
1049,2697.11,2020-03-13,Bank Transfer,1049
1050,2058.09,2022-12-26,Cash,1050
1051,670.78,2021-06-06,PayPal,1051
1052,776.12,2021-02-22,Bank Transfer,1052
1053,982.07,2023-05-21,Credit Card,1053
1054,2623.36,2020-08-11,PayPal,1054
1055,2679.17,2023-08-29,PayPal,1055
1056,154.81,2020-03-09,Bank Transfer,1056
1057,1577.2,2022-11-10,Cash,1057
1058,2537.54,2022-01-06,Credit Card,1058
1059,2345.19,2020-06-26,Credit Card,1059
1060,1819.33,2020-01-18,PayPal,1060
1061,2848.64,2023-05-13,Credit Card,1061
1062,2678.25,2021-12-22,Cash,1062
1063,2847.92,2023-07-08,Bank Transfer,1063
1064,1543.75,2020-05-05,Cash,1064
1065,1657.97,2022-10-19,Bank Transfer,1065
1066,125.99,2020-03-13,Cash,1066
1067,812.52,2021-07-19,PayPal,1067
1068,1758.88,2023-01-17,Credit Card,1068
1069,2670.18,2022-01-11,Cash,1069
1070,632.03,2022-04-20,Cash,1070
1071,1777.4,2020-03-17,Credit Card,1071
1072,2173.74,2020-02-28,PayPal,1072
1073,1833.79,2020-02-01,Credit Card,1073
1074,859.53,2021-06-02,Bank Transfer,1074
1075,681.82,2021-11-08,Bank Transfer,1075
1076,2611.82,2021-01-28,Bank Transfer,1076
1077,841.36,2020-11-06,Bank Transfer,1077
1078,1059.68,2020-07-12,Bank Transfer,1078
1079,669.82,2021-11-17,Credit Card,1079
1080,309.15,2020-08-05,Credit Card,1080
1081,596.73,2021-05-24,Cash,1081
1082,575.1,2020-10-25,PayPal,1082
1083,576.4,2020-02-14,PayPal,1083
1084,2831.93,2020-05-29,Bank Transfer,1084
1085,1339.64,2020-08-11,PayPal,1085
1086,1400.7,2022-04-10,Cash,1086
1087,2294.81,2020-02-24,PayPal,1087
1088,2619.91,2021-02-16,Bank Transfer,1088
1089,383.34,2021-02-06,Cash,1089
1090,2750.01,2022-06-22,PayPal,1090
1091,1279.98,2021-05-18,Bank Transfer,1091
1092,384.12,2023-07-06,PayPal,1092
1093,1697.55,2021-08-09,Bank Transfer,1093
1094,1264.04,2021-09-30,Credit Card,1094
1095,964.3,2022-05-20,Cash,1095
1096,1173.85,2021-01-08,Cash,1096
1097,1289.38,2022-12-30,Cash,1097
1098,737.96,2021-05-01,Bank Transfer,1098
1099,393.84,2022-12-18,Cash,1099
1100,2211.23,2021-04-04,Cash,1100
1101,652.45,2020-03-03,PayPal,1101
1102,2320.61,2021-02-04,Credit Card,1102
1103,1401.51,2022-11-25,Bank Transfer,1103
1104,2789.13,2020-02-03,Cash,1104
1105,1832.77,2023-09-17,PayPal,1105
1106,2414.11,2021-09-17,PayPal,1106
1107,760.6,2022-06-09,Cash,1107
1108,894.21,2021-08-04,Credit Card,1108
1109,1109.1,2020-12-13,Cash,1109
1110,2525.55,2020-06-05,Bank Transfer,1110
1111,1967.55,2020-04-10,Credit Card,1111
1112,2856.55,2021-07-13,PayPal,1112
1113,1186.22,2022-04-18,Bank Transfer,1113
1114,702.87,2022-08-05,PayPal,1114
1115,821.62,2020-11-25,Bank Transfer,1115
1116,1218.4,2020-12-12,PayPal,1116
1117,2236.32,2022-05-14,Credit Card,1117
1118,1977.55,2022-11-01,Bank Transfer,1118
1119,966.07,2022-09-29,Credit Card,1119
1120,1619.38,2022-03-15,PayPal,1120
1121,2171.5,2022-03-06,PayPal,1121
1122,2768.75,2021-11-28,Credit Card,1122
1123,1001.19,2022-07-29,Bank Transfer,1123
1124,769.61,2020-06-19,Bank Transfer,1124
1125,2834.1,2023-07-03,PayPal,1125
1126,2389.56,2020-02-06,PayPal,1126
1127,1033.93,2021-07-06,Bank Transfer,1127
1128,1987.97,2021-12-19,Bank Transfer,1128
1129,230.11,2023-11-19,Cash,1129
1130,1546.23,2020-12-22,Cash,1130
1131,2450.55,2022-03-04,PayPal,1131
1132,2892.99,2020-06-19,Credit Card,1132
1133,200.88,2023-04-05,Bank Transfer,1133
1134,258.82,2022-11-13,PayPal,1134
1135,2459.35,2022-05-22,PayPal,1135
1136,2126.92,2022-03-13,PayPal,1136
1137,602.29,2021-12-07,Cash,1137
1138,110.82,2022-04-25,PayPal,1138
1139,2134.14,2020-07-23,Bank Transfer,1139
1140,366.7,2021-12-01,PayPal,1140
1141,2876.49,2021-10-16,Bank Transfer,1141
1142,1163.41,2020-09-16,Credit Card,1142
1143,1967.18,2023-06-22,Cash,1143
1144,1449.72,2020-07-09,PayPal,1144
1145,426.43,2022-07-25,Cash,1145
1146,1230.43,2020-05-10,Bank Transfer,1146
1147,2231.25,2022-11-15,Cash,1147
1148,2794.75,2022-08-20,Cash,1148
1149,2603.89,2020-02-23,PayPal,1149
1150,550.92,2022-01-09,Credit Card,1150
1151,1837.18,2023-11-05,PayPal,1151
1152,224.71,2021-02-16,Bank Transfer,1152
1153,2506.57,2020-04-01,Bank Transfer,1153
1154,584.8,2023-11-13,PayPal,1154
1155,678.75,2022-03-12,Cash,1155
1156,1704.61,2022-12-06,Bank Transfer,1156
1157,1969.87,2021-02-23,Bank Transfer,1157
1158,1206.84,2023-07-14,Credit Card,1158
1159,2800.34,2022-08-26,PayPal,1159
1160,2778.16,2023-01-24,PayPal,1160
1161,1795.78,2022-01-16,Cash,1161
1162,2832.82,2023-10-22,Credit Card,1162
1163,2657.81,2023-06-28,Credit Card,1163
1164,1333.7,2020-01-22,Credit Card,1164
1165,368.9,2021-12-25,Bank Transfer,1165
1166,655.22,2022-08-23,Cash,1166
1167,1842.99,2023-11-04,Cash,1167
1168,1214.93,2020-03-14,Bank Transfer,1168
1169,1014.59,2023-12-22,Credit Card,1169
1170,2115.3,2021-12-24,Cash,1170
1171,1090.77,2023-04-17,Credit Card,1171
1172,1393.95,2021-12-18,Bank Transfer,1172
1173,2943.63,2022-08-26,PayPal,1173
1174,2831.59,2023-07-29,Bank Transfer,1174
1175,381.88,2022-08-31,Cash,1175
1176,2310.71,2022-05-04,Bank Transfer,1176
1177,2151.51,2024-01-01,PayPal,1177
1178,2284.52,2022-06-06,Cash,1178
1179,1879.48,2021-07-13,Credit Card,1179
1180,2279.01,2021-02-16,Cash,1180
1181,1711.13,2021-12-05,Cash,1181
1182,1860.74,2021-10-30,Credit Card,1182
1183,2674.14,2020-08-19,PayPal,1183
1184,2191.42,2021-01-13,Bank Transfer,1184
1185,1540.76,2022-12-27,Bank Transfer,1185
1186,1406.18,2020-06-10,Cash,1186
1187,1044.62,2023-01-21,Credit Card,1187
1188,1089.55,2020-11-07,Cash,1188
1189,2269.24,2022-08-30,PayPal,1189
1190,1290.51,2020-01-23,Credit Card,1190
1191,2909.8,2021-12-22,Bank Transfer,1191
1192,1848.72,2020-09-05,Credit Card,1192
1193,1768.32,2022-03-30,PayPal,1193
1194,2070.56,2022-06-07,Bank Transfer,1194
1195,2261.8,2021-12-08,Bank Transfer,1195
1196,111.19,2022-11-02,Credit Card,1196
1197,782.27,2020-08-26,PayPal,1197
1198,2758.32,2022-02-19,Bank Transfer,1198
1199,2202.94,2022-08-17,Cash,1199
1200,738.67,2023-02-21,Credit Card,1200
1201,2622.7,2020-03-11,Credit Card,1201
1202,2863.26,2020-06-11,Bank Transfer,1202
1203,2450.98,2020-07-28,Bank Transfer,1203
1204,695.82,2023-12-20,Cash,1204
1205,476.13,2021-11-06,Bank Transfer,1205
1206,1913.42,2020-09-03,Credit Card,1206
1207,1634.7,2020-09-27,Bank Transfer,1207
1208,553.65,2023-10-14,Credit Card,1208
1209,2111.96,2020-12-16,PayPal,1209
1210,2230.71,2020-06-30,Credit Card,1210
1211,2964.73,2022-01-06,Bank Transfer,1211
1212,2990.7,2020-05-26,PayPal,1212
1213,527.74,2023-11-02,Cash,1213
1214,872.34,2021-04-26,Credit Card,1214
1215,2407.63,2022-04-28,Cash,1215
1216,1602.48,2023-06-21,PayPal,1216
1217,1377.68,2023-06-02,Bank Transfer,1217
1218,1701.98,2020-08-07,PayPal,1218
1219,2897.47,2022-07-16,Bank Transfer,1219
1220,1807.82,2021-07-18,Bank Transfer,1220
1221,2795.29,2023-06-23,PayPal,1221
1222,104.6,2020-03-20,Bank Transfer,1222
1223,1491.05,2022-01-30,Cash,1223
1224,1390.79,2021-02-10,Credit Card,1224
1225,2365.93,2020-11-15,Credit Card,1225
1226,1799.89,2021-05-20,Credit Card,1226
1227,1137.76,2021-10-27,Bank Transfer,1227
1228,2299.28,2023-09-25,Credit Card,1228
1229,1135.83,2020-02-10,Bank Transfer,1229
1230,2758.64,2020-05-10,PayPal,1230
1231,1548.46,2023-08-26,Credit Card,1231
1232,392.58,2020-10-07,Credit Card,1232
1233,2236.73,2021-09-07,Credit Card,1233
1234,2039.54,2021-10-18,Credit Card,1234
1235,2510.15,2020-12-31,Cash,1235
1236,1303.82,2022-11-13,Credit Card,1236
1237,1795.84,2020-12-13,Bank Transfer,1237
1238,2043.23,2021-11-02,Credit Card,1238
1239,1120.23,2021-03-17,Credit Card,1239
