contract_number,purchase_date,expiration_date,total_cost,customer_id
615,2022-08-22,2022-11-20,102.34,328
616,2021-05-18,2021-06-17,1382.42,278
617,2020-10-25,2021-10-25,812.29,139
618,2021-06-29,2021-07-29,1149.87,504
619,2021-02-15,2021-05-16,1975.66,223
620,2020-08-21,2021-08-21,1587.51,62
621,2023-09-15,2024-09-14,1208.68,244
622,2021-08-15,2021-09-14,2727.58,18
623,2022-01-31,2022-03-02,1970.18,86
624,2023-02-27,2024-02-27,1552.09,138
625,2020-09-27,2020-12-26,2523.76,466
626,2021-06-03,2021-07-03,2211.0,371
627,2020-10-10,2021-10-10,2174.09,286
628,2021-05-17,2022-05-17,2402.65,392
629,2020-03-23,2020-06-21,1350.27,239
630,2022-01-15,2023-01-15,2715.44,334
631,2022-11-03,2022-12-03,675.82,31
632,2021-12-17,2022-01-16,1015.99,211
633,2021-01-21,2021-04-21,1670.6,8
634,2020-07-19,2020-08-18,1201.34,145
635,2022-09-29,2022-12-28,2030.86,54
636,2022-09-07,2022-12-06,2831.4,124
637,2020-10-26,2021-10-26,908.22,440
638,2020-05-09,2020-06-08,1186.55,27
639,2021-01-13,2021-02-12,675.79,189
640,2023-10-02,2023-11-01,2361.63,291
641,2023-12-04,2024-01-03,2456.23,218
642,2022-06-03,2022-09-01,2819.49,28
643,2022-01-20,2022-02-19,2906.31,389
644,2020-07-15,2020-10-13,1174.65,320
645,2023-09-29,2024-09-28,2410.77,95
646,2021-02-18,2021-03-20,2789.65,331
647,2021-06-26,2021-07-26,2649.18,367
648,2023-09-16,2023-12-15,2918.31,312
649,2020-05-25,2020-06-24,1205.93,291
650,2021-11-19,2022-11-19,187.24,59
651,2023-02-24,2024-02-24,2329.07,238
652,2023-07-25,2023-08-24,775.11,486
653,2022-05-08,2022-06-07,2845.52,24
654,2021-05-15,2022-05-15,1309.52,313
655,2023-03-28,2024-03-27,2147.65,211
656,2023-09-27,2023-10-27,243.13,47
657,2022-03-15,2023-03-15,795.47,351
658,2023-01-05,2023-04-05,2316.41,275
659,2023-09-17,2023-10-17,2758.68,338
660,2023-10-05,2023-11-04,2341.01,418
661,2021-10-13,2022-10-13,1514.07,68
662,2021-11-19,2022-11-19,2965.95,279
663,2023-11-20,2023-12-20,1838.26,144
664,2021-03-07,2021-04-06,1014.16,414
665,2020-05-01,2020-05-31,693.2,77
666,2021-03-28,2021-06-26,1334.43,26
667,2021-09-15,2021-10-15,317.24,251
668,2020-07-25,2020-10-23,629.8,118
669,2020-09-26,2020-10-26,2697.91,184
670,2022-07-26,2022-10-24,1880.47,290
671,2020-04-19,2021-04-19,2247.27,205
672,2020-06-01,2020-07-01,2535.74,17
673,2022-04-12,2022-07-11,1478.22,267
674,2022-06-22,2022-07-22,2731.84,40
675,2023-03-16,2023-04-15,2840.88,286
676,2023-02-21,2024-02-21,792.3,397
677,2020-12-04,2021-03-04,2312.72,463
678,2022-07-31,2022-08-30,730.17,465
679,2020-02-24,2020-05-24,719.83,125
680,2020-09-16,2021-09-16,2174.76,359
681,2022-02-05,2023-02-05,893.35,508
682,2023-09-16,2024-09-15,2417.27,61
683,2020-06-13,2021-06-13,1502.54,146
684,2022-11-20,2023-11-20,138.13,420
685,2022-12-01,2023-12-01,1709.67,243
686,2022-05-17,2022-08-15,585.41,150
687,2020-01-02,2020-04-01,622.95,55
688,2023-10-17,2023-11-16,1243.45,307
689,2021-07-31,2021-10-29,1799.3,256
690,2020-01-10,2020-02-09,1124.89,366
691,2020-04-13,2021-04-13,2124.17,48
692,2020-03-28,2021-03-28,348.63,331
693,2023-09-14,2024-09-13,1488.93,26
694,2021-11-13,2022-11-13,1075.04,193
695,2022-07-17,2022-08-16,2276.26,61
696,2023-04-12,2024-04-11,1330.36,224
697,2021-01-07,2021-04-07,2428.56,204
698,2022-06-27,2022-07-27,2386.69,7
699,2023-10-15,2024-10-14,2474.3,405
700,2022-07-24,2023-07-24,174.07,153
701,2022-06-24,2022-09-22,1571.78,13
702,2020-09-27,2020-12-26,1271.57,312
703,2023-05-24,2023-06-23,1433.2,250
704,2021-06-11,2021-07-11,2923.43,206
705,2022-04-25,2022-05-25,663.5,147
706,2022-07-13,2022-10-11,768.71,468
707,2021-12-07,2022-12-07,384.01,374
708,2023-12-05,2024-03-04,213.78,38
709,2020-07-17,2021-07-17,2663.72,7
710,2021-02-27,2021-03-29,951.09,274
711,2020-07-03,2020-10-01,1605.75,249
712,2020-06-10,2021-06-10,1135.93,344
713,2022-09-27,2022-10-27,2225.78,467
714,2022-12-30,2023-12-30,2077.72,191
715,2022-06-14,2022-07-14,129.43,301
716,2022-04-02,2022-05-02,2986.98,429
717,2023-03-24,2023-04-23,1981.42,233
718,2023-04-06,2023-07-05,1793.69,346
719,2021-07-29,2022-07-29,2978.78,200
720,2021-09-04,2021-10-04,805.82,172
721,2023-06-06,2023-09-04,108.24,38
722,2022-04-12,2023-04-12,2878.73,169
723,2022-09-07,2023-09-07,2880.15,76
724,2021-08-07,2022-08-07,2118.42,371
725,2023-10-03,2023-11-02,2873.78,125
726,2020-05-21,2020-08-19,392.71,7
727,2020-11-16,2020-12-16,1856.15,88
728,2021-12-06,2022-01-05,176.29,391
729,2021-09-26,2022-09-26,2901.35,14
730,2020-01-07,2020-04-06,987.66,357
731,2021-06-27,2021-07-27,1397.99,209
732,2020-11-15,2020-12-15,1640.25,322
733,2020-06-12,2020-09-10,2022.23,24
734,2022-04-15,2023-04-15,1019.55,393
735,2021-05-20,2022-05-20,524.07,247
736,2023-03-02,2023-04-01,2255.36,265
737,2023-07-30,2023-10-28,591.68,15
738,2023-10-18,2024-01-16,1565.4,58
739,2021-06-17,2021-09-15,2131.05,103
740,2020-10-24,2021-10-24,2616.78,216
741,2020-06-04,2020-09-02,535.63,426
742,2020-03-25,2021-03-25,549.22,137
743,2022-08-11,2023-08-11,1793.35,467
744,2021-12-25,2022-12-25,918.02,409
745,2022-01-13,2023-01-13,1979.32,89
746,2022-07-14,2023-07-14,2502.12,267
747,2021-02-14,2021-03-16,772.17,293
748,2022-02-15,2022-05-16,2802.46,89
749,2023-01-04,2023-04-04,2511.3,387
750,2023-07-30,2024-07-29,1244.53,461
751,2020-10-23,2020-11-22,2185.54,51
752,2021-01-02,2021-02-01,1235.59,133
753,2020-02-09,2020-03-10,564.3,286
754,2021-10-19,2022-01-17,1013.42,194
755,2022-08-11,2022-09-10,2591.65,198
756,2020-04-18,2020-05-18,2384.87,410
757,2021-09-23,2021-10-23,2186.68,409
758,2022-12-10,2023-03-10,2621.59,434
759,2020-05-04,2020-08-02,888.83,193
760,2021-05-19,2022-05-19,464.48,165
761,2023-02-20,2023-05-21,1756.34,18
762,2023-03-07,2023-06-05,1237.23,217
763,2020-10-19,2020-11-18,205.45,4
764,2020-09-13,2020-10-13,2215.95,4
765,2021-04-10,2021-07-09,2332.94,113
766,2023-08-09,2024-08-08,744.14,493
767,2021-11-16,2021-12-16,1954.32,362
768,2023-10-24,2023-11-23,2281.18,231
769,2023-03-06,2024-03-05,2946.38,506
770,2020-08-23,2020-11-21,365.79,473
771,2021-07-25,2021-08-24,385.29,370
772,2020-06-28,2020-07-28,1257.47,253
773,2021-10-06,2022-01-04,851.03,32
774,2022-05-09,2022-06-08,2890.22,170
775,2023-03-26,2023-06-24,2085.27,149
776,2021-07-27,2021-10-25,2094.77,294
777,2022-08-10,2022-11-08,351.56,409
778,2020-02-10,2020-03-11,571.2,315
779,2022-10-05,2023-10-05,2705.81,158
780,2023-06-30,2024-06-29,1017.34,2
781,2020-01-11,2020-04-10,451.69,444
782,2022-04-25,2022-05-25,2195.9,420
783,2020-03-08,2021-03-08,2919.99,342
784,2022-10-27,2023-10-27,1357.0,94
785,2023-07-04,2024-07-03,2897.28,117
786,2022-05-07,2022-08-05,1564.94,430
787,2023-04-25,2024-04-24,1089.89,282
788,2020-01-10,2020-02-09,1633.87,365
789,2020-10-04,2021-01-02,1492.02,52
790,2022-12-31,2023-01-30,751.86,330
791,2022-01-31,2023-01-31,2231.73,499
792,2021-05-27,2021-08-25,2078.19,383
793,2023-11-14,2023-12-14,2031.33,322
794,2020-04-06,2020-07-05,690.27,149
795,2023-12-16,2024-03-15,2050.63,238
796,2023-06-22,2024-06-21,2777.35,403
797,2022-06-27,2022-09-25,192.66,85
798,2022-12-16,2023-01-15,2251.43,266
799,2022-06-26,2023-06-26,1686.78,30
800,2022-07-15,2022-10-13,2852.79,80
801,2022-02-07,2022-03-09,2426.98,238
802,2022-11-21,2023-02-19,1103.75,82
803,2023-04-28,2023-05-28,641.91,287
804,2021-07-29,2021-10-27,623.08,379
805,2023-12-11,2024-01-10,2146.11,325
806,2020-04-23,2021-04-23,516.8,478
807,2022-08-12,2022-09-11,1975.31,291
808,2023-01-16,2023-02-15,2365.04,407
809,2022-09-29,2023-09-29,2296.22,3
810,2020-03-16,2020-06-14,904.84,239
811,2022-07-29,2023-07-29,2932.84,17
812,2023-05-21,2023-06-20,1212.43,281
813,2023-12-20,2024-03-19,1629.92,332
814,2020-02-13,2020-03-14,1308.24,324
815,2020-08-29,2021-08-29,2359.38,118
816,2023-12-23,2024-12-22,1424.06,287
817,2023-01-28,2023-04-28,1882.7,267
818,2020-03-12,2020-04-11,2192.08,163
819,2020-05-11,2020-08-09,2869.89,269
820,2021-10-23,2022-01-21,1958.19,288
821,2020-08-31,2020-11-29,549.14,360
822,2021-11-03,2021-12-03,2237.37,195
823,2020-07-19,2020-08-18,1792.67,117
824,2020-09-25,2021-09-25,1226.03,485
825,2023-01-30,2024-01-30,1044.7,193
826,2022-03-15,2022-06-13,2541.65,40
827,2021-02-04,2021-03-06,498.71,295
828,2023-02-27,2023-05-28,2037.3,440
829,2020-09-10,2021-09-10,2665.47,428
830,2020-03-26,2020-06-24,843.2,198
831,2023-07-11,2023-08-10,867.17,394
832,2022-06-04,2023-06-04,2348.79,368
833,2022-04-15,2022-05-15,1536.06,83
834,2021-09-24,2022-09-24,1520.74,389
835,2020-05-01,2020-07-30,334.86,436
836,2020-04-16,2020-05-16,547.43,196
837,2022-07-31,2022-08-30,1835.34,350
838,2021-07-12,2022-07-12,1420.04,28
839,2020-12-05,2021-12-05,314.93,467
840,2023-01-18,2023-04-18,1255.94,219
841,2020-05-30,2020-08-28,2248.71,5
842,2021-06-03,2021-09-01,325.39,396
843,2021-10-04,2022-01-02,1046.79,180
844,2023-07-22,2023-10-20,2758.51,141
845,2021-02-16,2022-02-16,2827.03,312
846,2020-01-07,2020-02-06,1488.49,376
847,2022-02-17,2022-03-19,538.23,300
848,2023-01-08,2023-04-08,566.87,502
849,2022-10-03,2023-01-01,829.35,315
850,2022-05-11,2022-06-10,787.31,49
851,2020-02-15,2020-05-15,845.49,125
852,2021-08-07,2021-11-05,2783.28,81
853,2023-09-16,2023-12-15,162.74,455
854,2021-01-08,2021-02-07,2671.43,241
855,2022-12-26,2023-01-25,2462.09,271
856,2022-03-11,2022-04-10,1193.12,335
857,2023-01-31,2023-05-01,2029.54,327
858,2023-02-11,2023-03-13,2725.84,91
859,2022-05-13,2022-08-11,2733.3,239
860,2023-05-19,2023-08-17,1188.53,201
861,2021-11-08,2021-12-08,2361.63,2
862,2022-08-04,2022-11-02,2592.29,296
863,2021-05-15,2021-06-14,695.53,61
864,2020-06-05,2021-06-05,1111.5,167
865,2020-02-02,2021-02-01,829.62,246
866,2020-09-29,2020-12-28,1306.86,280
867,2023-10-10,2023-11-09,2662.08,454
868,2021-02-09,2021-05-10,2089.36,454
869,2021-05-25,2022-05-25,2662.93,284
870,2022-05-19,2022-06-18,808.28,36
871,2021-12-02,2022-12-02,1734.0,148
872,2022-02-05,2022-03-07,1615.49,431
873,2020-06-07,2020-09-05,2722.35,442
874,2020-03-29,2021-03-29,2328.46,3
875,2021-01-01,2021-01-31,2059.49,176
876,2021-08-24,2021-11-22,569.72,48
877,2022-03-28,2023-03-28,643.16,92
878,2023-04-05,2023-07-04,2444.68,84
879,2020-09-26,2021-09-26,492.87,417
880,2023-07-05,2023-10-03,1785.9,307
881,2023-12-11,2024-03-10,233.58,123
882,2022-09-18,2022-10-18,2783.91,325
883,2023-06-02,2023-07-02,549.25,378
884,2023-12-23,2024-01-22,926.72,397
885,2023-12-23,2024-03-22,2170.02,268
886,2020-01-08,2021-01-07,1406.78,118
887,2022-10-29,2023-10-29,1175.22,89
888,2020-04-07,2021-04-07,1457.58,222
889,2022-10-20,2023-10-20,1395.41,88
890,2022-12-24,2023-01-23,1168.87,499
891,2021-04-18,2021-05-18,415.44,309
892,2020-09-23,2020-12-22,1925.02,447
893,2020-12-09,2021-01-08,1244.77,37
894,2023-05-30,2023-06-29,1279.02,98
895,2022-03-10,2022-04-09,2534.92,73
896,2023-12-16,2024-03-15,1887.03,230
897,2023-04-21,2023-05-21,450.95,238
898,2021-07-07,2021-08-06,2965.5,188
899,2021-07-02,2021-09-30,2536.72,89
900,2022-05-06,2023-05-06,2462.29,190
901,2021-05-20,2021-08-18,2935.24,55
902,2020-07-14,2020-08-13,2196.68,484
903,2020-09-08,2020-12-07,113.28,370
904,2023-04-18,2023-05-18,595.59,119
905,2021-06-03,2021-07-03,113.52,174
906,2021-05-03,2022-05-03,1331.63,279
907,2023-07-24,2023-10-22,2776.34,118
908,2021-10-13,2021-11-12,2161.95,323
909,2023-05-24,2023-06-23,2549.22,4
910,2022-02-06,2023-02-06,736.08,213
911,2021-07-23,2022-07-23,2085.97,19
912,2020-04-14,2020-07-13,253.64,258
913,2023-01-12,2024-01-12,766.06,328
914,2021-07-22,2022-07-22,2495.59,362
915,2022-06-06,2023-06-06,1568.68,185
916,2020-02-01,2020-05-01,1139.77,405
917,2023-07-18,2023-10-16,1764.05,210
918,2022-03-27,2023-03-27,1343.93,450
919,2022-09-06,2022-10-06,1162.39,20
920,2021-06-27,2021-07-27,728.43,406
921,2020-10-08,2020-11-07,1319.54,449
922,2020-02-11,2020-05-11,2177.8,462
923,2021-02-02,2021-05-03,487.07,54
924,2020-08-02,2020-09-01,2763.98,484
925,2022-02-09,2022-03-11,2632.33,62
926,2023-01-31,2024-01-31,1152.82,145
927,2023-05-20,2023-06-19,2440.03,477
928,2020-08-27,2021-08-27,2831.7,185
929,2021-11-09,2022-11-09,2234.96,437
930,2020-12-27,2021-12-27,1481.94,396
931,2023-03-22,2023-06-20,1450.85,4
932,2023-10-18,2024-01-16,2821.59,457
933,2023-04-25,2023-05-25,221.13,382
934,2023-08-04,2023-11-02,834.96,314
935,2020-08-23,2021-08-23,904.2,254
936,2020-10-19,2021-10-19,1571.65,263
937,2021-05-15,2022-05-15,2530.85,14
938,2020-02-22,2020-03-23,2242.34,120
939,2022-05-30,2022-08-28,2952.46,143
940,2020-10-14,2021-10-14,2273.06,270
941,2021-01-08,2021-02-07,1456.9,486
942,2021-06-18,2021-09-16,492.76,274
943,2022-05-23,2022-08-21,1571.14,304
944,2022-12-12,2023-03-12,2214.79,443
945,2020-08-06,2020-11-04,2100.81,497
946,2020-09-27,2020-12-26,2044.38,419
947,2023-03-27,2024-03-26,1047.25,439
948,2022-04-23,2022-05-23,1464.78,302
949,2022-01-19,2022-02-18,1359.33,102
950,2021-02-06,2021-05-07,1226.61,192
951,2022-06-24,2022-07-24,1925.66,436
952,2022-08-11,2022-11-09,2053.02,243
953,2021-02-05,2021-05-06,489.43,321
954,2023-04-30,2024-04-29,2752.69,420
955,2021-05-25,2021-08-23,670.62,181
956,2020-07-31,2020-08-30,1471.9,272
957,2021-10-20,2022-10-20,2969.9,73
958,2020-02-04,2021-02-03,338.9,320
959,2023-07-27,2023-10-25,239.95,493
960,2021-07-01,2022-07-01,2236.11,382
961,2023-01-06,2024-01-06,1663.87,215
962,2021-06-05,2021-09-03,283.18,94
963,2020-04-01,2020-06-30,1585.82,131
964,2020-07-31,2021-07-31,2755.15,413
965,2021-11-10,2021-12-10,1828.03,76
966,2022-06-06,2022-07-06,1688.05,114
967,2023-04-06,2024-04-05,2394.57,440
968,2020-05-02,2020-06-01,2396.44,78
969,2022-06-01,2023-06-01,287.42,330
970,2021-06-07,2021-07-07,2889.73,475
971,2022-02-26,2022-03-28,1005.52,370
972,2021-02-16,2021-05-17,999.93,368
973,2022-07-29,2022-10-27,2237.35,178
974,2020-08-21,2020-11-19,1611.59,81
975,2023-09-03,2024-09-02,1718.24,482
976,2023-02-25,2023-05-26,2822.37,445
977,2021-08-09,2021-09-08,1652.14,324
978,2023-08-06,2024-08-05,2678.99,486
979,2021-10-01,2021-12-30,2590.52,492
980,2022-11-11,2022-12-11,1701.0,33
981,2023-08-31,2024-08-30,1514.43,338
982,2022-10-12,2023-01-10,1703.25,344
983,2022-10-17,2023-10-17,1393.12,236
984,2021-06-14,2021-07-14,173.79,214
985,2023-08-02,2023-10-31,2394.73,485
986,2022-07-31,2022-08-30,2379.38,147
987,2023-08-11,2023-11-09,2935.41,494
988,2020-03-25,2020-04-24,1548.8,226
989,2021-05-19,2021-06-18,2913.15,368
990,2020-07-29,2021-07-29,2236.01,152
991,2020-09-07,2020-12-06,1106.72,464
992,2020-08-06,2020-09-05,2657.66,135
993,2023-11-21,2024-11-20,1923.24,137
994,2022-05-31,2022-08-29,2075.25,395
995,2020-10-21,2020-11-20,1412.49,172
996,2023-11-30,2024-11-29,1945.59,470
997,2021-12-29,2022-03-29,946.71,488
998,2023-11-24,2023-12-24,1724.11,57
999,2022-06-22,2023-06-22,2325.29,190
1000,2022-01-19,2023-01-19,1027.21,44
1001,2022-01-03,2023-01-03,809.66,349
1002,2021-04-08,2021-07-07,1137.81,338
1003,2022-02-27,2022-05-28,2437.45,242
1004,2020-03-10,2020-06-08,1499.4,172
1005,2021-08-13,2021-09-12,292.6,182
1006,2022-08-31,2023-08-31,1507.93,254
1007,2023-09-12,2023-10-12,1312.13,233
1008,2020-02-28,2020-03-29,247.6,346
1009,2022-11-11,2023-02-09,2695.83,446
1010,2022-12-20,2023-12-20,1255.43,362
1011,2022-12-18,2023-03-18,981.55,365
1012,2020-05-24,2020-08-22,2977.08,5
1013,2021-07-17,2021-10-15,2035.48,210
1014,2022-02-12,2023-02-12,707.09,282
1015,2020-07-17,2021-07-17,1833.06,18
1016,2020-03-02,2021-03-02,675.36,36
1017,2020-01-15,2020-04-14,521.5,505
1018,2020-02-10,2020-03-11,871.17,142
1019,2023-12-27,2024-12-26,227.35,358
1020,2021-06-15,2022-06-15,2652.24,484
1021,2020-02-17,2020-05-17,1338.75,207
1022,2021-01-08,2022-01-08,2155.82,204
1023,2022-10-20,2023-10-20,2660.36,325
1024,2021-12-27,2022-03-27,2362.91,271
1025,2020-01-24,2021-01-23,1970.54,164
1026,2020-11-17,2020-12-17,603.86,210
1027,2022-12-05,2023-12-05,163.75,63
1028,2021-08-02,2021-10-31,706.2,287
1029,2023-04-09,2024-04-08,1353.06,410
1030,2023-01-04,2023-02-03,2306.76,460
1031,2020-04-06,2020-07-05,2921.71,94
1032,2023-03-27,2023-04-26,2065.57,383
1033,2020-10-15,2020-11-14,2078.23,24
1034,2021-10-08,2022-10-08,266.62,328
1035,2020-07-21,2020-10-19,1598.24,494
1036,2023-04-06,2023-05-06,1292.07,449
1037,2023-12-24,2024-01-23,1238.09,194
1038,2020-01-02,2021-01-01,429.26,288
1039,2020-05-29,2021-05-29,734.98,69
1040,2023-12-09,2024-12-08,2267.55,176
1041,2020-08-14,2020-11-12,2802.66,432
1042,2020-01-20,2020-04-19,741.2,246
1043,2023-02-18,2023-05-19,770.67,244
1044,2020-07-09,2020-10-07,1473.11,354
1045,2022-05-21,2023-05-21,891.64,125
1046,2022-12-05,2023-03-05,864.72,274
1047,2023-04-29,2024-04-28,2914.48,105
1048,2023-08-09,2023-09-08,283.73,213
1049,2020-03-08,2021-03-08,2697.11,118
1050,2022-12-21,2023-12-21,2058.09,377
1051,2021-06-06,2022-06-06,670.78,131
1052,2021-02-20,2021-03-22,776.12,485
1053,2023-05-18,2023-08-16,982.07,52
1054,2020-08-11,2020-09-10,2623.36,270
1055,2023-08-26,2024-08-25,2679.17,374
1056,2020-03-09,2020-06-07,154.81,26
1057,2022-11-09,2023-02-07,1577.2,260
1058,2022-01-04,2022-04-04,2537.54,221
1059,2020-06-23,2021-06-23,2345.19,327
1060,2020-01-14,2020-02-13,1819.33,55
1061,2023-05-08,2024-05-07,2848.64,347
1062,2021-12-21,2022-03-21,2678.25,216
1063,2023-07-06,2023-08-05,2847.92,143
1064,2020-05-03,2020-08-01,1543.75,371
1065,2022-10-17,2023-01-15,1657.97,16
1066,2020-03-09,2020-06-07,125.99,403
1067,2021-07-15,2021-10-13,812.52,460
1068,2023-01-17,2023-02-16,1758.88,407
1069,2022-01-06,2022-02-05,2670.18,166
1070,2022-04-18,2022-07-17,632.03,472
1071,2020-03-16,2020-06-14,1777.4,257
1072,2020-02-25,2020-03-26,2173.74,455
1073,2020-01-31,2020-04-30,1833.79,61
1074,2021-05-30,2022-05-30,859.53,504
1075,2021-11-07,2022-02-05,681.82,45
1076,2021-01-25,2021-04-25,2611.82,119
1077,2020-11-06,2021-11-06,841.36,481
1078,2020-07-10,2020-08-09,1059.68,297
1079,2021-11-14,2021-12-14,669.82,229
1080,2020-07-31,2020-08-30,309.15,502
1081,2021-05-21,2021-08-19,596.73,25
1082,2020-10-24,2020-11-23,575.1,173
1083,2020-02-10,2020-05-10,576.4,508
1084,2020-05-26,2020-06-25,2831.93,255
1085,2020-08-06,2021-08-06,1339.64,438
1086,2022-04-10,2022-07-09,1400.7,11
1087,2020-02-20,2020-03-21,2294.81,220
1088,2021-02-12,2021-03-14,2619.91,167
1089,2021-02-02,2021-03-04,383.34,313
1090,2022-06-19,2023-06-19,2750.01,29
1091,2021-05-15,2021-06-14,1279.98,335
1092,2023-07-02,2024-07-01,384.12,431
1093,2021-08-04,2022-08-04,1697.55,457
1094,2021-09-30,2021-10-30,1264.04,388
1095,2022-05-19,2022-08-17,964.3,460
1096,2021-01-03,2021-02-02,1173.85,175
1097,2022-12-30,2023-03-30,1289.38,36
1098,2021-04-30,2021-05-30,737.96,235
1099,2022-12-14,2023-12-14,393.84,150
1100,2021-04-01,2021-06-30,2211.23,183
1101,2020-03-02,2020-05-31,652.45,63
1102,2021-01-31,2022-01-31,2320.61,178
1103,2022-11-24,2023-11-24,1401.51,227
1104,2020-01-29,2021-01-28,2789.13,327
1105,2023-09-14,2023-10-14,1832.77,389
1106,2021-09-12,2022-09-12,2414.11,127
1107,2022-06-05,2022-07-05,760.6,398
1108,2021-07-31,2022-07-31,894.21,110
1109,2020-12-11,2021-03-11,1109.1,340
1110,2020-06-03,2020-07-03,2525.55,475
1111,2020-04-05,2020-07-04,1967.55,102
1112,2021-07-09,2022-07-09,2856.55,328
1113,2022-04-15,2023-04-15,1186.22,198
1114,2022-08-01,2023-08-01,702.87,283
1115,2020-11-22,2021-11-22,821.62,327
1116,2020-12-12,2021-12-12,1218.4,80
1117,2022-05-09,2022-06-08,2236.32,240
1118,2022-10-27,2022-11-26,1977.55,26
1119,2022-09-27,2022-12-26,966.07,126
1120,2022-03-14,2022-04-13,1619.38,214
1121,2022-03-05,2022-06-03,2171.5,303
1122,2021-11-25,2022-02-23,2768.75,220
1123,2022-07-26,2022-08-25,1001.19,94
1124,2020-06-19,2021-06-19,769.61,39
1125,2023-07-03,2023-08-02,2834.1,335
1126,2020-02-06,2020-03-07,2389.56,509
1127,2021-07-01,2022-07-01,1033.93,140
1128,2021-12-19,2022-03-19,1987.97,304
1129,2023-11-18,2024-02-16,230.11,195
1130,2020-12-22,2021-01-21,1546.23,413
1131,2022-03-04,2023-03-04,2450.55,25
1132,2020-06-19,2020-09-17,2892.99,422
1133,2023-04-04,2023-07-03,200.88,200
1134,2022-11-08,2022-12-08,258.82,142
1135,2022-05-21,2022-08-19,2459.35,283
1136,2022-03-09,2022-06-07,2126.92,204
1137,2021-12-05,2022-12-05,602.29,415
1138,2022-04-24,2022-07-23,110.82,204
1139,2020-07-21,2020-10-19,2134.14,368
1140,2021-12-01,2022-03-01,366.7,107
1141,2021-10-15,2021-11-14,2876.49,477
1142,2020-09-12,2020-10-12,1163.41,336
1143,2023-06-19,2023-07-19,1967.18,92
1144,2020-07-05,2020-08-04,1449.72,158
1145,2022-07-21,2022-08-20,426.43,80
1146,2020-05-10,2021-05-10,1230.43,46
1147,2022-11-13,2023-11-13,2231.25,368
1148,2022-08-16,2022-11-14,2794.75,506
1149,2020-02-23,2021-02-22,2603.89,186
1150,2022-01-08,2022-02-07,550.92,263
1151,2023-11-03,2023-12-03,1837.18,485
1152,2021-02-15,2022-02-15,224.71,294
1153,2020-03-27,2020-04-26,2506.57,381
1154,2023-11-09,2024-11-08,584.8,114
1155,2022-03-08,2022-06-06,678.75,475
1156,2022-12-02,2023-01-01,1704.61,504
1157,2021-02-20,2021-05-21,1969.87,199
1158,2023-07-13,2024-07-12,1206.84,173
1159,2022-08-23,2022-09-22,2800.34,99
1160,2023-01-20,2024-01-20,2778.16,368
1161,2022-01-13,2022-04-13,1795.78,416
1162,2023-10-22,2024-01-20,2832.82,341
1163,2023-06-27,2024-06-26,2657.81,424
1164,2020-01-17,2021-01-16,1333.7,233
1165,2021-12-20,2022-12-20,368.9,333
1166,2022-08-21,2022-11-19,655.22,465
1167,2023-11-03,2023-12-03,1842.99,20
1168,2020-03-11,2021-03-11,1214.93,251
1169,2023-12-18,2024-03-17,1014.59,214
1170,2021-12-22,2022-01-21,2115.3,318
1171,2023-04-16,2024-04-15,1090.77,264
1172,2021-12-18,2022-01-17,1393.95,499
1173,2022-08-25,2023-08-25,2943.63,378
1174,2023-07-28,2024-07-27,2831.59,342
1175,2022-08-30,2023-08-30,381.88,215
1176,2022-05-02,2023-05-02,2310.71,414
1177,2023-12-30,2024-03-29,2151.51,49
1178,2022-06-05,2022-09-03,2284.52,440
1179,2021-07-11,2022-07-11,1879.48,106
1180,2021-02-14,2022-02-14,2279.01,144
1181,2021-11-30,2021-12-30,1711.13,213
1182,2021-10-28,2021-11-27,1860.74,331
1183,2020-08-18,2020-09-17,2674.14,160
1184,2021-01-09,2022-01-09,2191.42,208
1185,2022-12-25,2023-01-24,1540.76,281
1186,2020-06-08,2020-09-06,1406.18,57
1187,2023-01-19,2023-02-18,1044.62,131
1188,2020-11-03,2020-12-03,1089.55,475
1189,2022-08-30,2022-09-29,2269.24,444
1190,2020-01-19,2020-02-18,1290.51,81
1191,2021-12-21,2022-12-21,2909.8,509
1192,2020-09-02,2020-12-01,1848.72,464
1193,2022-03-27,2023-03-27,1768.32,82
1194,2022-06-05,2022-09-03,2070.56,314
1195,2021-12-04,2022-12-04,2261.8,452
1196,2022-10-28,2023-01-26,111.19,347
1197,2020-08-25,2020-09-24,782.27,291
1198,2022-02-16,2022-03-18,2758.32,168
1199,2022-08-16,2023-08-16,2202.94,57
1200,2023-02-19,2024-02-19,738.67,66
